Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270061","Holdings rented from others","1950","1950","ha","58033796","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270061","Holdings rented from others","1950","1950","%","12.35","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270061","Holdings rented from others","1950","1950","No","1097509","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270061","Holdings rented from others","1950","1950","%","20.37","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270062","Holdings operated under other forms of tenure","1950","1950","ha","71261238","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1950","1950","%","15.16","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270062","Holdings operated under other forms of tenure","1950","1950","No","373592","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270062","Holdings operated under other forms of tenure","1950","1950","%","6.93","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270064","Holdings under more than one form of tenure","1950","1950","ha","171103412","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270064","Holdings under more than one form of tenure","1950","1950","%","36.4","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270064","Holdings under more than one form of tenure","1950","1950","No","825670","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270064","Holdings under more than one form of tenure","1950","1950","%","15.32","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270080","Household members, total","1950","1950","No","6982795","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","27010","Employees on the holding","1950","1950","No","1014518","A","Official figure","Excluding Alaska and Hawaii"
"WCAD","Structural data from agricultural censuses","840","United States of America","50191","Average persons per holding (employees on the holding)","27010","Employees on the holding","1950","1950","No","0.19","A","Official figure","Excluding Alaska and Hawaii"
