Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","50260","Area","2700301","Holdings with land size 200-<500","1960","1960","ha","72100","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","240","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","50260","Area","2700302","Holdings with land size 500-<1000","1960","1960","ha","97500","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700302","Holdings with land size 500-<1000","1960","1960","No","140","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","50260","Area","2700304","Holdings with land size >=1000","1960","1960","ha","779900","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700304","Holdings with land size >=1000","1960","1960","No","200","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270082","Household members, male","1960","1960","No","1934","A","Official figure","Commercial holdings only"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270081","Household members, female","1960","1960","No","124","A","Official figure","Commercial holdings only"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270080","Household members, total","1960","1960","No","2058","A","Official figure","Commercial holdings only"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","27010","Employees on the holding","1960","1960","No","161234","A","Official figure","Commercial holdings only"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","50191","Average persons per holding (employees on the holding)","27010","Employees on the holding","1960","1960","No","129.92","A","Official figure","Commercial holdings only"
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","27002","Holdings","1960","1959","ha","454661045","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","5017","Average area","27002","Holdings","1960","1959","ha","122.53","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","27002","Holdings","1960","1959","No","3710503","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270030","Holdings with land size 0-<1","1960","1959","ha","45552","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1960","1959","No","78779","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270031","Holdings with land size 1-<2","1960","1959","ha","69454","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1960","1959","No","49626","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270033","Holdings with land size 2-<5","1960","1959","ha","579206","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1960","1959","No","183825","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270036","Holdings with land size 5-<10","1960","1959","ha","2105083","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1960","1959","No","299438","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270037","Holdings with land size 10-<20","1960","1959","ha","6468815","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1960","1959","No","445876","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270038","Holdings with land size 20-<50","1960","1959","ha","30935682","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1960","1959","No","919495","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270039","Holdings with land size 50-<100","1960","1959","ha","63137117","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1960","1959","No","883492","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","2700300","Holdings with land size 100-<200","1960","1959","ha","71288636","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700300","Holdings with land size 100-<200","1960","1959","No","513533","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","2700301","Holdings with land size 200-<500","1960","1959","ha","71148063","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700301","Holdings with land size 200-<500","1960","1959","No","232439","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","2700302","Holdings with land size 500-<1000","1960","1959","ha","41413962","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700302","Holdings with land size 500-<1000","1960","1959","No","60234","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","2700304","Holdings with land size >=1000","1960","1959","ha","167469475","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700304","Holdings with land size >=1000","1960","1959","No","43766","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1960","1959","ha","140230641","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1960","1959","%","30.84","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270060","Holdings owned by the holder or in owner-like possession","1960","1959","No","2118783","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","1960","1959","%","57.1","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270061","Holdings rented from others","1960","1959","ha","66060652","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270061","Holdings rented from others","1960","1959","%","14.53","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270061","Holdings rented from others","1960","1959","No","759973","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270061","Holdings rented from others","1960","1959","%","20.48","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270062","Holdings operated under other forms of tenure","1960","1959","ha","44516447","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1960","1959","%","9.79","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270062","Holdings operated under other forms of tenure","1960","1959","No","20668","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270062","Holdings operated under other forms of tenure","1960","1959","%","0.56","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270064","Holdings under more than one form of tenure","1960","1959","ha","203853305","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270064","Holdings under more than one form of tenure","1960","1959","%","44.84","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270064","Holdings under more than one form of tenure","1960","1959","No","811079","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270064","Holdings under more than one form of tenure","1960","1959","%","21.86","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700500","Civil holders, total","1960","1959","No","3710503","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700502","Civil holders, total 25-<35 years","1960","1959","No","471234","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700504","Civil holders, total 35-<45 years","1960","1959","No","816311","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700505","Civil holders, total 45-<55 years","1960","1959","No","986993","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700506","Civil holders, total 55-<65 years","1960","1959","No","812600","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700507","Civil holders, total >=65 years","1960","1959","No","623365","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270080","Household members, total","1960","1959","No","4748325","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","27010","Employees on the holding","1960","1959","No","700256","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50191","Average persons per holding (employees on the holding)","27010","Employees on the holding","1960","1959","No","0.19","A","Official figure",""
